requisition_id,candidate_id,department,grade,source,applied_date,offer_date,final_stage,joined_flag,employee_id
REQ0315,CAND02223,Engineering,L2,Naukri,2020-08-29,,Screened,No,
REQ0315,CAND02224,Engineering,L2,Naukri,2020-08-20,,Applied,No,
REQ0316,CAND02225,Marketing,L1,LinkedIn,2022-08-02,2022-10-04,Joined,Yes,EMP0316
REQ0316,CAND02226,Marketing,L1,LinkedIn,2022-07-22,,Applied,No,
REQ0316,CAND02227,Marketing,L1,Naukri,2022-08-04,,Applied,No,
REQ0316,CAND02228,Marketing,L1,Employee Referral,2022-08-02,2022-09-04,Offered,No,
REQ0317,CAND02229,Engineering,L4,LinkedIn,2025-09-01,2025-10-29,Joined,Yes,EMP0317
REQ0317,CAND02230,Engineering,L4,Careers Site,2025-09-06,,Applied,No,
REQ0317,CAND02231,Engineering,L4,Naukri,2025-09-14,,Applied,No,
REQ0317,CAND02232,Engineering,L4,Naukri,2025-09-13,,Applied,No,
REQ0317,CAND02233,Engineering,L4,Employee Referral,2025-09-11,2025-10-05,Offered,No,
REQ0317,CAND02234,Engineering,L4,Employee Referral,2025-09-11,2025-10-21,Offered,No,
REQ0317,CAND02235,Engineering,L4,Campus,2025-09-16,,Applied,No,
REQ0318,CAND02236,Product,L3,Campus,2020-05-19,2020-08-08,Joined,Yes,EMP0318
REQ0318,CAND02237,Product,L3,Recruitment Agency,2020-05-05,,Screened,No,
REQ0318,CAND02238,Product,L3,LinkedIn,2020-05-12,,Applied,No,
REQ0318,CAND02239,Product,L3,Naukri,2020-05-19,,Applied,No,
REQ0318,CAND02240,Product,L3,Employee Referral,2020-05-26,,Screened,No,
REQ0318,CAND02241,Product,L3,Naukri,2020-05-23,,Interviewed,No,
REQ0319,CAND02242,Human Resources,L1,Careers Site,2018-10-04,2018-12-27,Joined,Yes,EMP0319
REQ0319,CAND02243,Human Resources,L1,Recruitment Agency,2018-10-01,,Screened,No,
REQ0319,CAND02244,Human Resources,L1,Careers Site,2018-10-24,,Screened,No,
REQ0319,CAND02245,Human Resources,L1,Employee Referral,2018-10-10,,Screened,No,
REQ0319,CAND02246,Human Resources,L1,LinkedIn,2018-09-24,,Interviewed,No,
REQ0319,CAND02247,Human Resources,L1,Recruitment Agency,2018-10-06,,Applied,No,
REQ0319,CAND02248,Human Resources,L1,Naukri,2018-10-16,,Applied,No,
REQ0319,CAND02249,Human Resources,L1,Employee Referral,2018-10-01,,Screened,No,
REQ0319,CAND02250,Human Resources,L1,Recruitment Agency,2018-09-21,,Interviewed,No,
REQ0319,CAND02251,Human Resources,L1,Employee Referral,2018-09-25,,Screened,No,
REQ0320,CAND02252,Engineering,L3,Employee Referral,2021-02-02,2021-04-12,Joined,Yes,EMP0320
REQ0320,CAND02253,Engineering,L3,Employee Referral,2021-02-05,2021-03-21,Offered,No,
REQ0320,CAND02254,Engineering,L3,LinkedIn,2021-02-03,,Interviewed,No,
REQ0320,CAND02255,Engineering,L3,LinkedIn,2021-02-20,,Applied,No,
REQ0320,CAND02256,Engineering,L3,Campus,2021-01-22,,Applied,No,
REQ0320,CAND02257,Engineering,L3,LinkedIn,2021-02-09,,Applied,No,
REQ0321,CAND02258,Customer Success,L2,Employee Referral,2020-02-05,2020-04-02,Joined,Yes,EMP0321
REQ0321,CAND02259,Customer Success,L2,LinkedIn,2020-01-22,2020-02-26,Offered,No,
REQ0321,CAND02260,Customer Success,L2,Campus,2020-01-29,,Screened,No,
REQ0321,CAND02261,Customer Success,L2,Employee Referral,2020-02-06,2020-03-20,Offered,No,
REQ0321,CAND02262,Customer Success,L2,Naukri,2020-01-22,,Applied,No,
REQ0321,CAND02263,Customer Success,L2,Careers Site,2020-01-28,,Applied,No,
REQ0321,CAND02264,Customer Success,L2,Recruitment Agency,2020-02-11,,Applied,No,
REQ0321,CAND02265,Customer Success,L2,LinkedIn,2020-02-22,,Applied,No,
REQ0321,CAND02266,Customer Success,L2,Careers Site,2020-02-18,,Applied,No,
REQ0321,CAND02267,Customer Success,L2,Careers Site,2020-02-16,,Applied,No,
REQ0322,CAND02268,Sales,L2,Naukri,2025-10-10,2025-11-06,Joined,Yes,EMP0322
REQ0322,CAND02269,Sales,L2,LinkedIn,2025-10-10,2025-11-16,Offered,No,
REQ0322,CAND02270,Sales,L2,Employee Referral,2025-10-11,,Applied,No,
REQ0322,CAND02271,Sales,L2,Naukri,2025-09-30,,Applied,No,
REQ0322,CAND02272,Sales,L2,LinkedIn,2025-10-28,,Screened,No,
REQ0322,CAND02273,Sales,L2,Employee Referral,2025-10-22,2025-11-29,Offered,No,
REQ0322,CAND02274,Sales,L2,Employee Referral,2025-10-03,,Screened,No,
REQ0323,CAND02275,Human Resources,L2,Recruitment Agency,2023-07-30,2023-10-20,Joined,Yes,EMP0323
REQ0323,CAND02276,Human Resources,L2,Recruitment Agency,2023-07-18,,Applied,No,
REQ0323,CAND02277,Human Resources,L2,LinkedIn,2023-08-10,2023-09-17,Offered,No,
REQ0323,CAND02278,Human Resources,L2,Naukri,2023-08-14,,Screened,No,
REQ0323,CAND02279,Human Resources,L2,Recruitment Agency,2023-08-14,,Applied,No,
REQ0323,CAND02280,Human Resources,L2,Employee Referral,2023-07-19,,Screened,No,
REQ0323,CAND02281,Human Resources,L2,LinkedIn,2023-08-10,,Applied,No,
REQ0323,CAND02282,Human Resources,L2,Careers Site,2023-07-25,,Screened,No,
REQ0324,CAND02283,Engineering,L1,Careers Site,2025-06-25,2025-08-21,Joined,Yes,EMP0324
REQ0324,CAND02284,Engineering,L1,LinkedIn,2025-06-19,,Screened,No,
REQ0324,CAND02285,Engineering,L1,LinkedIn,2025-06-20,2025-07-29,Offered,No,
REQ0324,CAND02286,Engineering,L1,Employee Referral,2025-07-16,2025-08-14,Offered,No,
REQ0324,CAND02287,Engineering,L1,Careers Site,2025-06-24,,Screened,No,
REQ0324,CAND02288,Engineering,L1,Careers Site,2025-06-26,,Applied,No,
REQ0325,CAND02289,Operations,L2,LinkedIn,2023-02-25,2023-05-12,Joined,Yes,EMP0325
REQ0325,CAND02290,Operations,L2,LinkedIn,2023-02-19,,Applied,No,
REQ0325,CAND02291,Operations,L2,Employee Referral,2023-03-11,,Screened,No,
REQ0325,CAND02292,Operations,L2,Employee Referral,2023-02-21,2023-04-01,Offered,No,
REQ0325,CAND02293,Operations,L2,LinkedIn,2023-02-18,,Screened,No,
REQ0325,CAND02294,Operations,L2,Campus,2023-02-27,,Interviewed,No,
REQ0325,CAND02295,Operations,L2,Naukri,2023-02-20,,Applied,No,
REQ0325,CAND02296,Operations,L2,Recruitment Agency,2023-02-17,,Screened,No,
REQ0325,CAND02297,Operations,L2,LinkedIn,2023-03-14,,Screened,No,
REQ0325,CAND02298,Operations,L2,Naukri,2023-03-11,,Interviewed,No,
REQ0326,CAND02299,Operations,L1,Recruitment Agency,2020-01-28,2020-02-05,Joined,Yes,EMP0326
REQ0326,CAND02300,Operations,L1,Recruitment Agency,2020-01-20,,Applied,No,
REQ0326,CAND02301,Operations,L1,Campus,2020-02-12,,Applied,No,
REQ0326,CAND02302,Operations,L1,Campus,2020-02-02,,Applied,No,
REQ0327,CAND02303,Engineering,L4,Naukri,2023-12-20,2024-03-11,Joined,Yes,EMP0327
REQ0327,CAND02304,Engineering,L4,LinkedIn,2023-12-30,2024-01-29,Offered,No,
REQ0327,CAND02305,Engineering,L4,LinkedIn,2023-12-31,,Applied,No,
REQ0327,CAND02306,Engineering,L4,LinkedIn,2024-01-02,,Applied,No,
REQ0327,CAND02307,Engineering,L4,Naukri,2023-12-07,,Applied,No,
REQ0327,CAND02308,Engineering,L4,Careers Site,2024-01-09,,Applied,No,
REQ0327,CAND02309,Engineering,L4,Naukri,2023-12-06,,Applied,No,
REQ0327,CAND02310,Engineering,L4,Recruitment Agency,2024-01-10,,Applied,No,
REQ0327,CAND02311,Engineering,L4,LinkedIn,2024-01-04,,Applied,No,
REQ0327,CAND02312,Engineering,L4,Careers Site,2023-12-16,,Screened,No,
REQ0328,CAND02313,Sales,L1,LinkedIn,2021-02-05,2021-03-12,Joined,Yes,EMP0328
REQ0328,CAND02314,Sales,L1,Employee Referral,2021-01-31,,Screened,No,
REQ0328,CAND02315,Sales,L1,Recruitment Agency,2021-01-31,,Applied,No,
REQ0328,CAND02316,Sales,L1,LinkedIn,2021-02-17,,Applied,No,
REQ0328,CAND02317,Sales,L1,Naukri,2021-02-25,,Applied,No,
REQ0329,CAND02318,Engineering,L2,LinkedIn,2020-07-07,2020-08-13,Joined,Yes,EMP0329
REQ0329,CAND02319,Engineering,L2,Employee Referral,2020-06-28,2020-08-08,Offered,No,
REQ0329,CAND02320,Engineering,L2,Careers Site,2020-07-06,,Applied,No,
REQ0329,CAND02321,Engineering,L2,Recruitment Agency,2020-07-25,,Screened,No,
REQ0329,CAND02322,Engineering,L2,Recruitment Agency,2020-07-03,,Applied,No,
REQ0329,CAND02323,Engineering,L2,Employee Referral,2020-07-24,,Screened,No,
REQ0329,CAND02324,Engineering,L2,Naukri,2020-07-12,,Applied,No,
REQ0330,CAND02325,Operations,L1,Naukri,2022-12-15,2022-12-22,Joined,Yes,EMP0330
REQ0330,CAND02326,Operations,L1,Employee Referral,2022-12-07,,Screened,No,
REQ0330,CAND02327,Operations,L1,Naukri,2022-12-01,,Applied,No,
REQ0330,CAND02328,Operations,L1,Employee Referral,2022-12-13,,Interviewed,No,
REQ0330,CAND02329,Operations,L1,Recruitment Agency,2022-12-21,,Screened,No,
REQ0331,CAND02330,Customer Success,L1,Employee Referral,2024-07-15,2024-08-05,Joined,Yes,EMP0331
REQ0331,CAND02331,Customer Success,L1,Employee Referral,2024-07-27,,Applied,No,
REQ0331,CAND02332,Customer Success,L1,Recruitment Agency,2024-07-28,,Interviewed,No,
REQ0331,CAND02333,Customer Success,L1,Employee Referral,2024-07-16,,Screened,No,
REQ0331,CAND02334,Customer Success,L1,Campus,2024-07-23,,Interviewed,No,
REQ0331,CAND02335,Customer Success,L1,LinkedIn,2024-07-09,2024-07-31,Offered,No,
REQ0331,CAND02336,Customer Success,L1,Recruitment Agency,2024-07-10,,Applied,No,
REQ0331,CAND02337,Customer Success,L1,Campus,2024-07-17,,Applied,No,
REQ0332,CAND02338,Sales,L4,Campus,2024-05-06,2024-07-03,Joined,Yes,EMP0332
REQ0332,CAND02339,Sales,L4,Recruitment Agency,2024-05-16,,Interviewed,No,
REQ0332,CAND02340,Sales,L4,LinkedIn,2024-04-28,,Applied,No,
REQ0332,CAND02341,Sales,L4,Employee Referral,2024-05-27,,Screened,No,
REQ0333,CAND02342,Engineering,L2,Naukri,2024-01-29,2024-04-04,Joined,Yes,EMP0333
REQ0333,CAND02343,Engineering,L2,Employee Referral,2024-02-03,,Applied,No,
REQ0333,CAND02344,Engineering,L2,Employee Referral,2024-02-19,,Applied,No,
REQ0333,CAND02345,Engineering,L2,Campus,2024-02-08,,Interviewed,No,
REQ0333,CAND02346,Engineering,L2,Naukri,2024-01-24,,Interviewed,No,
REQ0333,CAND02347,Engineering,L2,Naukri,2024-01-23,,Applied,No,
REQ0333,CAND02348,Engineering,L2,Employee Referral,2024-01-16,,Applied,No,
REQ0333,CAND02349,Engineering,L2,Campus,2024-02-14,,Applied,No,
REQ0334,CAND02350,Finance,L4,Naukri,2025-01-12,2025-04-10,Joined,Yes,EMP0334
REQ0334,CAND02351,Finance,L4,Recruitment Agency,2025-01-26,,Applied,No,
REQ0334,CAND02352,Finance,L4,Naukri,2025-01-24,,Applied,No,
REQ0334,CAND02353,Finance,L4,Careers Site,2025-01-03,,Interviewed,No,
REQ0334,CAND02354,Finance,L4,Campus,2024-12-31,,Applied,No,
REQ0335,CAND02355,Sales,L2,LinkedIn,2026-01-03,2026-02-25,Joined,Yes,EMP0335
REQ0335,CAND02356,Sales,L2,Careers Site,2026-01-22,,Screened,No,
REQ0335,CAND02357,Sales,L2,Naukri,2026-01-02,,Applied,No,
REQ0335,CAND02358,Sales,L2,LinkedIn,2026-01-01,,Applied,No,
REQ0335,CAND02359,Sales,L2,Employee Referral,2026-01-18,2026-02-18,Offered,No,
REQ0335,CAND02360,Sales,L2,Employee Referral,2026-01-01,,Screened,No,
REQ0335,CAND02361,Sales,L2,Careers Site,2026-01-09,,Applied,No,
REQ0335,CAND02362,Sales,L2,Naukri,2026-01-02,,Screened,No,
REQ0335,CAND02363,Sales,L2,LinkedIn,2026-01-14,,Applied,No,
REQ0336,CAND02364,Customer Success,L1,Careers Site,2019-12-27,2020-02-02,Joined,Yes,EMP0336
REQ0336,CAND02365,Customer Success,L1,LinkedIn,2019-12-28,,Applied,No,
REQ0336,CAND02366,Customer Success,L1,LinkedIn,2020-01-06,,Applied,No,
REQ0336,CAND02367,Customer Success,L1,Campus,2020-01-12,,Screened,No,
REQ0336,CAND02368,Customer Success,L1,LinkedIn,2020-01-16,,Interviewed,No,
REQ0336,CAND02369,Customer Success,L1,Naukri,2019-12-13,,Applied,No,
REQ0336,CAND02370,Customer Success,L1,Careers Site,2019-12-28,,Applied,No,
REQ0337,CAND02371,Finance,L1,Naukri,2022-06-11,2022-08-21,Joined,Yes,EMP0337
REQ0337,CAND02372,Finance,L1,Naukri,2022-06-21,,Interviewed,No,
REQ0337,CAND02373,Finance,L1,Naukri,2022-06-02,,Screened,No,
REQ0337,CAND02374,Finance,L1,Careers Site,2022-06-09,,Applied,No,
REQ0337,CAND02375,Finance,L1,LinkedIn,2022-06-30,,Applied,No,
REQ0337,CAND02376,Finance,L1,Naukri,2022-06-10,,Applied,No,
REQ0337,CAND02377,Finance,L1,LinkedIn,2022-06-26,,Screened,No,
REQ0337,CAND02378,Finance,L1,Naukri,2022-05-31,,Screened,No,
REQ0338,CAND02379,Engineering,L2,Employee Referral,2021-10-12,2021-10-31,Joined,Yes,EMP0338
REQ0338,CAND02380,Engineering,L2,Employee Referral,2021-10-25,,Screened,No,
REQ0338,CAND02381,Engineering,L2,LinkedIn,2021-10-16,,Interviewed,No,
REQ0338,CAND02382,Engineering,L2,Employee Referral,2021-10-26,,Interviewed,No,
REQ0339,CAND02383,Engineering,L2,Careers Site,2024-06-18,2024-08-15,Joined,Yes,EMP0339
REQ0339,CAND02384,Engineering,L2,LinkedIn,2024-07-08,,Screened,No,
REQ0339,CAND02385,Engineering,L2,Naukri,2024-06-24,,Applied,No,
REQ0339,CAND02386,Engineering,L2,Employee Referral,2024-07-01,,Interviewed,No,
REQ0339,CAND02387,Engineering,L2,Careers Site,2024-06-21,,Interviewed,No,
REQ0339,CAND02388,Engineering,L2,LinkedIn,2024-06-05,,Applied,No,
REQ0339,CAND02389,Engineering,L2,Employee Referral,2024-06-10,,Applied,No,
REQ0339,CAND02390,Engineering,L2,Recruitment Agency,2024-07-02,,Applied,No,
REQ0339,CAND02391,Engineering,L2,Campus,2024-06-12,,Screened,No,
REQ0340,CAND02392,Customer Success,L6,Campus,2021-07-09,2021-07-17,Joined,Yes,EMP0340
REQ0340,CAND02393,Customer Success,L6,Naukri,2021-07-13,,Applied,No,
REQ0340,CAND02394,Customer Success,L6,LinkedIn,2021-07-20,,Applied,No,
REQ0340,CAND02395,Customer Success,L6,Naukri,2021-07-12,,Applied,No,
REQ0340,CAND02396,Customer Success,L6,LinkedIn,2021-07-14,,Applied,No,
REQ0340,CAND02397,Customer Success,L6,Naukri,2021-07-15,,Screened,No,
REQ0340,CAND02398,Customer Success,L6,Campus,2021-07-20,,Applied,No,
REQ0340,CAND02399,Customer Success,L6,Careers Site,2021-07-08,,Interviewed,No,
REQ0340,CAND02400,Customer Success,L6,LinkedIn,2021-07-21,,Interviewed,No,
REQ0340,CAND02401,Customer Success,L6,Careers Site,2021-06-30,,Applied,No,
REQ0341,CAND02402,Marketing,L2,LinkedIn,2022-10-18,2022-11-25,Joined,Yes,EMP0341
REQ0341,CAND02403,Marketing,L2,Employee Referral,2022-10-14,2022-11-24,Offered,No,
REQ0341,CAND02404,Marketing,L2,Recruitment Agency,2022-10-29,,Applied,No,
REQ0341,CAND02405,Marketing,L2,Recruitment Agency,2022-10-04,,Screened,No,
REQ0342,CAND02406,Operations,L1,Campus,2019-01-10,2019-03-29,Joined,Yes,EMP0342
REQ0342,CAND02407,Operations,L1,Naukri,2019-01-23,,Applied,No,
REQ0342,CAND02408,Operations,L1,Naukri,2019-01-08,,Applied,No,
REQ0342,CAND02409,Operations,L1,Employee Referral,2019-01-14,,Applied,No,
REQ0342,CAND02410,Operations,L1,LinkedIn,2019-01-04,,Applied,No,
REQ0342,CAND02411,Operations,L1,Careers Site,2019-01-26,,Screened,No,
REQ0342,CAND02412,Operations,L1,Recruitment Agency,2019-01-12,,Interviewed,No,
REQ0342,CAND02413,Operations,L1,Campus,2019-01-20,,Screened,No,
REQ0343,CAND02414,Engineering,L2,Campus,2024-02-21,2024-05-01,Joined,Yes,EMP0343
REQ0343,CAND02415,Engineering,L2,LinkedIn,2024-03-10,,Applied,No,
REQ0343,CAND02416,Engineering,L2,Naukri,2024-03-02,,Interviewed,No,
REQ0343,CAND02417,Engineering,L2,Employee Referral,2024-02-18,,Screened,No,
REQ0343,CAND02418,Engineering,L2,Employee Referral,2024-02-28,2024-04-01,Offered,No,
REQ0343,CAND02419,Engineering,L2,LinkedIn,2024-03-09,,Applied,No,
REQ0344,CAND02420,Sales,L3,Careers Site,2022-10-16,2022-12-11,Joined,Yes,EMP0344
REQ0344,CAND02421,Sales,L3,Employee Referral,2022-10-10,2022-11-03,Offered,No,
REQ0344,CAND02422,Sales,L3,Campus,2022-10-11,,Applied,No,
REQ0344,CAND02423,Sales,L3,Naukri,2022-10-23,,Screened,No,
REQ0344,CAND02424,Sales,L3,Employee Referral,2022-10-11,,Screened,No,
REQ0345,CAND02425,Customer Success,L3,Employee Referral,2023-12-12,2023-12-15,Joined,Yes,EMP0345
REQ0345,CAND02426,Customer Success,L3,Employee Referral,2023-12-12,,Screened,No,
REQ0345,CAND02427,Customer Success,L3,LinkedIn,2023-12-09,,Interviewed,No,
REQ0345,CAND02428,Customer Success,L3,Naukri,2023-12-15,,Interviewed,No,
REQ0345,CAND02429,Customer Success,L3,LinkedIn,2023-12-03,,Interviewed,No,
REQ0345,CAND02430,Customer Success,L3,Naukri,2023-12-13,,Applied,No,
REQ0345,CAND02431,Customer Success,L3,Naukri,2023-12-25,,Applied,No,
REQ0346,CAND02432,Human Resources,L5,LinkedIn,2021-06-23,2021-07-17,Joined,Yes,EMP0346
REQ0346,CAND02433,Human Resources,L5,Careers Site,2021-07-08,,Interviewed,No,
REQ0346,CAND02434,Human Resources,L5,Campus,2021-07-02,,Applied,No,
REQ0346,CAND02435,Human Resources,L5,Recruitment Agency,2021-06-21,,Applied,No,
REQ0346,CAND02436,Human Resources,L5,Recruitment Agency,2021-07-09,,Applied,No,
REQ0347,CAND02437,Marketing,L2,Employee Referral,2020-03-14,2020-04-21,Joined,Yes,EMP0347
REQ0347,CAND02438,Marketing,L2,Naukri,2020-03-16,,Applied,No,
REQ0347,CAND02439,Marketing,L2,LinkedIn,2020-03-12,,Interviewed,No,
REQ0347,CAND02440,Marketing,L2,Employee Referral,2020-03-01,2020-04-02,Offered,No,
REQ0348,CAND02441,Engineering,L1,Recruitment Agency,2023-09-30,2023-12-30,Joined,Yes,EMP0348
REQ0348,CAND02442,Engineering,L1,Employee Referral,2023-10-15,,Screened,No,
REQ0348,CAND02443,Engineering,L1,Campus,2023-10-21,,Screened,No,
REQ0348,CAND02444,Engineering,L1,LinkedIn,2023-09-22,,Applied,No,
REQ0349,CAND02445,Operations,L2,Employee Referral,2018-12-21,2019-03-15,Joined,Yes,EMP0349
REQ0349,CAND02446,Operations,L2,LinkedIn,2018-12-11,,Screened,No,
REQ0349,CAND02447,Operations,L2,LinkedIn,2018-12-09,,Applied,No,
REQ0349,CAND02448,Operations,L2,LinkedIn,2018-12-14,,Interviewed,No,
REQ0349,CAND02449,Operations,L2,LinkedIn,2018-12-13,,Screened,No,
REQ0349,CAND02450,Operations,L2,Campus,2018-12-31,,Screened,No,
REQ0350,CAND02451,Finance,L1,LinkedIn,2025-03-23,2025-04-23,Joined,Yes,EMP0350
REQ0350,CAND02452,Finance,L1,Campus,2025-03-23,,Applied,No,
REQ0350,CAND02453,Finance,L1,Naukri,2025-04-08,,Interviewed,No,
REQ0350,CAND02454,Finance,L1,Employee Referral,2025-04-07,2025-04-27,Offered,No,
REQ0351,CAND02455,Sales,L1,Employee Referral,2021-11-12,2021-12-16,Joined,Yes,EMP0351
REQ0351,CAND02456,Sales,L1,Employee Referral,2021-12-03,2022-01-06,Offered,No,
REQ0351,CAND02457,Sales,L1,Employee Referral,2021-11-03,,Applied,No,
REQ0351,CAND02458,Sales,L1,Recruitment Agency,2021-11-14,,Applied,No,
REQ0351,CAND02459,Sales,L1,Employee Referral,2021-10-30,,Screened,No,
REQ0352,CAND02460,Customer Success,L2,Employee Referral,2021-12-10,2022-01-10,Joined,Yes,EMP0352
REQ0352,CAND02461,Customer Success,L2,Employee Referral,2021-12-26,,Interviewed,No,
REQ0352,CAND02462,Customer Success,L2,Naukri,2021-12-24,,Applied,No,
REQ0352,CAND02463,Customer Success,L2,Recruitment Agency,2021-12-21,,Applied,No,
REQ0352,CAND02464,Customer Success,L2,LinkedIn,2021-11-30,,Applied,No,
REQ0352,CAND02465,Customer Success,L2,LinkedIn,2021-12-16,,Screened,No,
REQ0352,CAND02466,Customer Success,L2,LinkedIn,2021-12-22,,Applied,No,
REQ0352,CAND02467,Customer Success,L2,Careers Site,2021-12-26,,Applied,No,
REQ0352,CAND02468,Customer Success,L2,Campus,2021-12-09,,Applied,No,
REQ0352,CAND02469,Customer Success,L2,Employee Referral,2021-12-09,,Screened,No,
REQ0353,CAND02470,Operations,L1,LinkedIn,2025-07-06,2025-07-25,Joined,Yes,EMP0353
REQ0353,CAND02471,Operations,L1,Naukri,2025-06-26,,Applied,No,
REQ0353,CAND02472,Operations,L1,Employee Referral,2025-07-18,2025-08-28,Offered,No,
REQ0353,CAND02473,Operations,L1,Employee Referral,2025-06-26,,Screened,No,
REQ0354,CAND02474,Engineering,L2,Recruitment Agency,2024-03-06,2024-03-11,Joined,Yes,EMP0354
REQ0354,CAND02475,Engineering,L2,Careers Site,2024-03-15,,Applied,No,
REQ0354,CAND02476,Engineering,L2,Careers Site,2024-02-23,,Interviewed,No,
REQ0354,CAND02477,Engineering,L2,LinkedIn,2024-03-24,,Applied,No,
REQ0354,CAND02478,Engineering,L2,Employee Referral,2024-03-24,2024-04-30,Offered,No,
REQ0354,CAND02479,Engineering,L2,Recruitment Agency,2024-03-08,,Applied,No,
REQ0355,CAND02480,Sales,L4,Employee Referral,2021-03-03,2021-04-28,Joined,Yes,EMP0355
REQ0355,CAND02481,Sales,L4,Campus,2021-02-20,,Interviewed,No,
REQ0355,CAND02482,Sales,L4,Careers Site,2021-03-07,,Interviewed,No,
REQ0355,CAND02483,Sales,L4,Naukri,2021-03-02,,Screened,No,
REQ0355,CAND02484,Sales,L4,Recruitment Agency,2021-03-19,,Applied,No,
REQ0355,CAND02485,Sales,L4,Employee Referral,2021-03-23,2021-04-24,Offered,No,
REQ0356,CAND02486,Product,L3,Naukri,2023-02-14,2023-04-14,Joined,Yes,EMP0356
REQ0356,CAND02487,Product,L3,Employee Referral,2023-02-24,2023-03-28,Offered,No,
REQ0356,CAND02488,Product,L3,Employee Referral,2023-02-10,2023-03-16,Offered,No,
REQ0356,CAND02489,Product,L3,LinkedIn,2023-02-03,,Applied,No,
REQ0356,CAND02490,Product,L3,LinkedIn,2023-02-01,,Applied,No,
REQ0356,CAND02491,Product,L3,Campus,2023-02-01,,Applied,No,
REQ0357,CAND02492,Sales,L3,LinkedIn,2022-01-13,2022-03-03,Joined,Yes,EMP0357
REQ0357,CAND02493,Sales,L3,Careers Site,2022-01-10,,Interviewed,No,
REQ0357,CAND02494,Sales,L3,Recruitment Agency,2021-12-30,,Applied,No,
REQ0357,CAND02495,Sales,L3,LinkedIn,2021-12-31,,Applied,No,
REQ0357,CAND02496,Sales,L3,LinkedIn,2022-01-19,,Interviewed,No,
REQ0357,CAND02497,Sales,L3,Employee Referral,2022-01-13,,Interviewed,No,
REQ0358,CAND02498,Engineering,L2,Campus,2024-02-12,2024-03-11,Joined,Yes,EMP0358
REQ0358,CAND02499,Engineering,L2,Recruitment Agency,2024-02-17,,Applied,No,
REQ0358,CAND02500,Engineering,L2,Recruitment Agency,2024-02-19,,Applied,No,
REQ0358,CAND02501,Engineering,L2,Recruitment Agency,2024-02-28,,Screened,No,
REQ0358,CAND02502,Engineering,L2,Naukri,2024-02-24,,Interviewed,No,
REQ0358,CAND02503,Engineering,L2,LinkedIn,2024-02-13,,Applied,No,
REQ0358,CAND02504,Engineering,L2,Naukri,2024-02-17,,Screened,No,
REQ0358,CAND02505,Engineering,L2,LinkedIn,2024-02-19,,Screened,No,
REQ0358,CAND02506,Engineering,L2,Naukri,2024-02-19,,Applied,No,
REQ0359,CAND02507,Customer Success,L1,Campus,2020-12-14,2021-01-15,Joined,Yes,EMP0359
REQ0359,CAND02508,Customer Success,L1,Campus,2020-12-04,,Screened,No,
REQ0359,CAND02509,Customer Success,L1,Naukri,2020-12-20,,Applied,No,
REQ0359,CAND02510,Customer Success,L1,Naukri,2020-12-18,,Applied,No,
REQ0359,CAND02511,Customer Success,L1,Careers Site,2020-12-25,,Applied,No,
REQ0360,CAND02512,Customer Success,L2,Campus,2023-10-18,2023-11-02,Joined,Yes,EMP0360
REQ0360,CAND02513,Customer Success,L2,Recruitment Agency,2023-10-21,,Screened,No,
REQ0360,CAND02514,Customer Success,L2,Careers Site,2023-10-18,,Screened,No,
REQ0360,CAND02515,Customer Success,L2,Recruitment Agency,2023-10-11,,Applied,No,
REQ0360,CAND02516,Customer Success,L2,Employee Referral,2023-10-15,2023-11-19,Offered,No,
REQ0360,CAND02517,Customer Success,L2,Employee Referral,2023-10-06,2023-11-04,Offered,No,
REQ0360,CAND02518,Customer Success,L2,LinkedIn,2023-10-12,,Interviewed,No,
REQ0360,CAND02519,Customer Success,L2,LinkedIn,2023-10-07,,Screened,No,
REQ0360,CAND02520,Customer Success,L2,Employee Referral,2023-10-04,,Screened,No,
REQ0361,CAND02521,Customer Success,L3,LinkedIn,2023-02-12,2023-05-09,Joined,Yes,EMP0361
REQ0361,CAND02522,Customer Success,L3,Naukri,2023-01-29,,Applied,No,
REQ0361,CAND02523,Customer Success,L3,Naukri,2023-03-03,,Applied,No,
REQ0361,CAND02524,Customer Success,L3,Employee Referral,2023-02-02,2023-03-01,Offered,No,
REQ0361,CAND02525,Customer Success,L3,Employee Referral,2023-03-04,,Screened,No,
REQ0361,CAND02526,Customer Success,L3,Recruitment Agency,2023-02-16,,Applied,No,
REQ0361,CAND02527,Customer Success,L3,Employee Referral,2023-02-10,,Interviewed,No,
REQ0361,CAND02528,Customer Success,L3,Naukri,2023-02-28,,Screened,No,
REQ0362,CAND02529,Engineering,L3,LinkedIn,2022-10-17,2022-11-04,Joined,Yes,EMP0362
REQ0362,CAND02530,Engineering,L3,Careers Site,2022-11-02,,Applied,No,
REQ0362,CAND02531,Engineering,L3,Naukri,2022-10-13,,Applied,No,
REQ0362,CAND02532,Engineering,L3,Naukri,2022-10-07,,Screened,No,
REQ0362,CAND02533,Engineering,L3,Careers Site,2022-10-13,,Interviewed,No,
REQ0362,CAND02534,Engineering,L3,Employee Referral,2022-10-16,,Screened,No,
REQ0362,CAND02535,Engineering,L3,Recruitment Agency,2022-10-17,,Applied,No,
REQ0362,CAND02536,Engineering,L3,Employee Referral,2022-11-07,,Screened,No,
REQ0362,CAND02537,Engineering,L3,Employee Referral,2022-10-13,,Interviewed,No,
